#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 -16.975307 10.0 1.0 false
<e> null grassObject grassObjAtlas 215.0 5.8195724 250.0 1.591629 true
<e> null grassObject grassObjAtlas 220.0 4.566592 250.0 2.7843106 true
<e> null grassObject grassObjAtlas 220.0 4.566592 250.0 2.7843106 true
<e> null grassObject grassObjAtlas 225.0 3.7999911 250.0 2.6720273 true
<e> null grassObject grassObjAtlas 225.0 3.7999911 250.0 2.6720273 true
<e> null grassObject grassObjAtlas 230.0 4.0893564 250.0 2.2827086 true
<e> null grassObject grassObjAtlas 230.0 4.0893564 250.0 2.2827086 true
<e> null grassObject grassObjAtlas 235.0 4.4136133 250.0 2.8520002 true
<e> null grassObject grassObjAtlas 235.0 4.4136133 250.0 2.8520002 true
<e> null grassObject grassObjAtlas 240.0 4.5709286 250.0 1.5407798 true
<e> null grassObject grassObjAtlas 240.0 4.5709286 250.0 1.5407798 true
<e> null grassObject grassObjAtlas 245.0 5.6875124 250.0 1.1538676 true
<e> null grassObject grassObjAtlas 245.0 5.6875124 250.0 1.1538676 true
<e> null grassObject grassObjAtlas 250.0 6.7882857 250.0 2.8714921 true
<e> null grassObject grassObjAtlas 250.0 6.7882857 250.0 2.8714921 true
<e> null grassObject grassObjAtlas 255.0 7.6423063 250.0 2.1528888 true
<e> null grassObject grassObjAtlas 255.0 7.6423063 250.0 2.1528888 true
<e> null grassObject grassObjAtlas 260.0 9.028946 250.0 1.8127346 true
<e> null grassObject grassObjAtlas 260.0 9.028946 250.0 1.8127346 true
<e> null grassObject grassObjAtlas 265.0 11.136427 250.0 1.8631415 true
<e> null grassObject grassObjAtlas 265.0 11.136427 250.0 1.8631415 true
<e> null grassObject grassObjAtlas 270.0 12.59189 250.0 2.3712387 true
<e> null grassObject grassObjAtlas 270.0 12.59189 250.0 2.3712387 true
<e> null grassObject grassObjAtlas 275.0 13.857663 250.0 2.754628 true
<e> null grassObject grassObjAtlas 275.0 13.857663 250.0 2.754628 true
<e> null grassObject grassObjAtlas 280.0 15.933479 250.0 1.9155018 true
<e> null grassObject grassObjAtlas 280.0 15.933479 250.0 1.9155018 true
<e> null grassObject grassObjAtlas 285.0 18.409359 250.0 1.7943591 true
<e> null grassObject grassObjAtlas 285.0 18.409359 250.0 1.7943591 true
<e> null grassObject grassObjAtlas 290.0 20.406307 250.0 2.9124098 true
<e> null grassObject grassObjAtlas 290.0 20.406307 250.0 2.9124098 true
<e> null grassObject grassObjAtlas 295.0 20.300764 250.0 2.3888323 true
<e> null grassObject grassObjAtlas 295.0 20.300764 250.0 2.3888323 true
<e> null grassObject grassObjAtlas 300.0 19.906239 250.0 2.8139358 true
<e> null grassObject grassObjAtlas 300.0 19.906239 250.0 2.8139358 true
<e> null grassObject grassObjAtlas 305.0 19.244743 250.0 2.7097237 true
<e> null grassObject grassObjAtlas 305.0 19.244743 250.0 2.7097237 true
<e> null grassObject grassObjAtlas 310.0 18.31436 250.0 1.1483058 true
<e> null grassObject grassObjAtlas 310.0 18.31436 250.0 1.1483058 true
<e> null grassObject grassObjAtlas 315.0 17.270626 250.0 1.3685417 true
<e> null grassObject grassObjAtlas 315.0 17.270626 250.0 1.3685417 true
<e> null grassObject grassObjAtlas 320.0 16.977083 250.0 2.5297995 true
<e> null grassObject grassObjAtlas 320.0 16.977083 250.0 2.5297995 true
<e> null grassObject grassObjAtlas 325.0 17.390472 250.0 2.6854446 true
<e> null grassObject grassObjAtlas 325.0 17.390472 250.0 2.6854446 true
<e> null grassObject grassObjAtlas 330.0 17.51612 250.0 2.0544963 true
<e> null grassObject grassObjAtlas 330.0 17.51612 250.0 2.0544963 true
<e> null grassObject grassObjAtlas 335.0 16.841534 250.0 1.9446819 true
<e> null grassObject grassObjAtlas 335.0 16.841534 250.0 1.9446819 true
<e> null grassObject grassObjAtlas 340.0 16.014057 250.0 1.98371 true
<e> null grassObject grassObjAtlas 340.0 16.014057 250.0 1.98371 true
<e> null grassObject grassObjAtlas 345.0 16.386324 250.0 2.772684 true
<e> null grassObject grassObjAtlas 345.0 16.386324 250.0 2.772684 true
<e> null grassObject grassObjAtlas 350.0 16.938847 250.0 1.2266886 true
<e> null grassObject grassObjAtlas 350.0 16.938847 250.0 1.2266886 true
<e> null grassObject grassObjAtlas 355.0 16.585388 250.0 1.9994783 true
<e> null grassObject grassObjAtlas 355.0 16.585388 250.0 1.9994783 true
<e> null grassObject grassObjAtlas 360.0 15.034906 250.0 2.8198075 true
<e> null grassObject grassObjAtlas 360.0 15.034906 250.0 2.8198075 true
<e> null grassObject grassObjAtlas 365.0 13.149752 250.0 1.6108441 true
<e> null grassObject grassObjAtlas 365.0 13.149752 250.0 1.6108441 true
<e> null grassObject grassObjAtlas 370.0 12.464054 250.0 2.1675735 true
<e> null grassObject grassObjAtlas 370.0 12.464054 250.0 2.1675735 true
<e> null grassObject grassObjAtlas 375.0 11.824714 250.0 2.3647285 true
<e> null grassObject grassObjAtlas 375.0 11.824714 250.0 2.3647285 true
<e> null grassObject grassObjAtlas 380.0 11.121606 250.0 1.4741888 true
<e> null grassObject grassObjAtlas 380.0 11.121606 250.0 1.4741888 true
<e> null grassObject grassObjAtlas 385.0 11.10677 250.0 1.68442 true
<e> null grassObject grassObjAtlas 385.0 11.10677 250.0 1.68442 true
<e> null grassObject grassObjAtlas 390.0 12.04929 250.0 1.672327 true
<e> null grassObject grassObjAtlas 390.0 12.04929 250.0 1.672327 true
<e> null grassObject grassObjAtlas 395.0 12.097887 250.0 1.0625982 true
<e> null grassObject grassObjAtlas 395.0 12.097887 250.0 1.0625982 true
<e> null grassObject grassObjAtlas 400.0 12.473075 250.0 1.7735522 true
<e> null grassObject grassObjAtlas 400.0 12.473075 250.0 1.7735522 true
<e> null grassObject grassObjAtlas 405.0 12.739378 250.0 2.5806541 true
<e> null grassObject grassObjAtlas 405.0 12.739378 250.0 2.5806541 true
<e> null grassObject grassObjAtlas 410.0 12.545465 250.0 2.3540936 true
<e> null grassObject grassObjAtlas 410.0 12.545465 250.0 2.3540936 true
<e> null grassObject grassObjAtlas 415.0 11.358294 250.0 1.5888782 true
<e> null grassObject grassObjAtlas 415.0 11.358294 250.0 1.5888782 true
<e> null grassObject grassObjAtlas 420.0 11.060278 250.0 2.6883736 true
<e> null grassObject grassObjAtlas 420.0 11.060278 250.0 2.6883736 true
<e> null grassObject grassObjAtlas 425.0 11.549545 250.0 1.0837486 true
<e> null grassObject grassObjAtlas 425.0 11.549545 250.0 1.0837486 true
<e> null grassObject grassObjAtlas 430.0 12.11965 250.0 2.5949063 true
<e> null grassObject grassObjAtlas 430.0 12.11965 250.0 2.5949063 true
<e> null grassObject grassObjAtlas 435.0 11.282126 250.0 1.9933994 true
<e> null grassObject grassObjAtlas 435.0 11.282126 250.0 1.9933994 true
<e> null grassObject grassObjAtlas 440.0 9.244805 250.0 2.5153408 true
<e> null grassObject grassObjAtlas 440.0 9.244805 250.0 2.5153408 true
<e> null grassObject grassObjAtlas 445.0 6.7376003 250.0 1.2324052 true
<e> null grassObject grassObjAtlas 445.0 6.7376003 250.0 1.2324052 true
<e> null grassObject grassObjAtlas 450.0 5.386873 250.0 2.7641501 true
<e> null grassObject grassObjAtlas 450.0 5.386873 250.0 2.7641501 true
<e> null grassObject grassObjAtlas 455.0 5.2095556 250.0 2.9595733 true
<e> null grassObject grassObjAtlas 455.0 5.2095556 250.0 2.9595733 true
<e> null grassObject grassObjAtlas 460.0 6.809037 250.0 1.7266486 true
<e> null grassObject grassObjAtlas 460.0 6.809037 250.0 1.7266486 true
<e> null grassObject grassObjAtlas 465.0 6.026598 250.0 1.5709779 true
<e> null grassObject grassObjAtlas 465.0 6.026598 250.0 1.5709779 true
<e> null grassObject grassObjAtlas 470.0 4.419774 250.0 2.4158113 true
<e> null grassObject grassObjAtlas 470.0 4.419774 250.0 2.4158113 true
<e> null grassObject grassObjAtlas 475.0 3.2311292 250.0 2.3447876 true
<e> null grassObject grassObjAtlas 475.0 3.2311292 250.0 2.3447876 true
<e> null grassObject grassObjAtlas 480.0 2.8846865 250.0 1.9991615 true
<e> null grassObject grassObjAtlas 480.0 2.8846865 250.0 1.9991615 true
<e> null grassObject grassObjAtlas 485.0 3.509362 250.0 1.7405401 true
<e> null grassObject grassObjAtlas 485.0 3.509362 250.0 1.7405401 true
<e> null grassObject grassObjAtlas 490.0 5.8906455 250.0 2.3573904 true
<e> null grassObject grassObjAtlas 490.0 5.8906455 250.0 2.3573904 true
<e> null grassObject grassObjAtlas 495.0 8.53698 250.0 2.7156534 true
<e> null grassObject grassObjAtlas 495.0 8.53698 250.0 2.7156534 true
<e> null grassObject grassObjAtlas 500.0 10.849581 250.0 2.524332 true
<e> null grassObject grassObjAtlas 500.0 10.849581 250.0 2.524332 true
<e> null grassObject grassObjAtlas 505.0 12.179301 250.0 2.2846835 true
<e> null grassObject grassObjAtlas 505.0 12.179301 250.0 2.2846835 true
<e> null grassObject grassObjAtlas 510.0 11.9293785 250.0 1.9775119 true
<e> null grassObject grassObjAtlas 510.0 11.9293785 250.0 1.9775119 true
<e> null grassObject grassObjAtlas 515.0 12.413773 250.0 1.2968673 true
<e> null grassObject grassObjAtlas 515.0 12.413773 250.0 1.2968673 true
<e> null grassObject grassObjAtlas 520.0 13.783649 250.0 2.6001544 true
<e> null grassObject grassObjAtlas 520.0 13.783649 250.0 2.6001544 true
<e> null grassObject grassObjAtlas 525.0 15.761751 250.0 2.0858788 true
<e> null grassObject grassObjAtlas 525.0 15.761751 250.0 2.0858788 true
<e> null grassObject grassObjAtlas 530.0 16.956646 250.0 2.025887 true
<e> null grassObject grassObjAtlas 530.0 16.956646 250.0 2.025887 true
<e> null grassObject grassObjAtlas 535.0 17.38656 250.0 2.4497156 true
<e> null grassObject grassObjAtlas 535.0 17.38656 250.0 2.4497156 true
<e> null grassObject grassObjAtlas 540.0 17.538378 250.0 1.7193317 true
<e> null grassObject grassObjAtlas 540.0 17.538378 250.0 1.7193317 true
<e> null grassObject grassObjAtlas 545.0 16.850773 250.0 1.201752 true
<e> null grassObject grassObjAtlas 545.0 16.850773 250.0 1.201752 true
<e> null grassObject grassObjAtlas 550.0 16.539032 250.0 2.1584392 true
<e> null grassObject grassObjAtlas 550.0 16.539032 250.0 2.1584392 true
<e> null grassObject grassObjAtlas 555.0 16.5173 250.0 1.3060133 true
<e> null grassObject grassObjAtlas 555.0 16.5173 250.0 1.3060133 true
<e> null grassObject grassObjAtlas 560.0 17.090359 250.0 2.8932147 true
<e> null grassObject grassObjAtlas 560.0 17.090359 250.0 2.8932147 true
<e> null grassObject grassObjAtlas 565.0 16.221033 250.0 1.036631 true
<e> null grassObject grassObjAtlas 565.0 16.221033 250.0 1.036631 true
<e> null grassObject grassObjAtlas 570.0 16.095572 250.0 2.9920373 true
<e> null grassObject grassObjAtlas 570.0 16.095572 250.0 2.9920373 true
<e> null grassObject grassObjAtlas 575.0 16.952839 250.0 1.5055395 true
<e> null grassObject grassObjAtlas 575.0 16.952839 250.0 1.5055395 true
<e> null grassObject grassObjAtlas 580.0 17.608425 250.0 1.7889655 true
<e> null grassObject grassObjAtlas 580.0 17.608425 250.0 1.7889655 true
<e> null grassObject grassObjAtlas 585.0 16.617966 250.0 2.762253 true
<e> null grassObject grassObjAtlas 585.0 16.617966 250.0 2.762253 true
<e> null grassObject grassObjAtlas 590.0 15.28024 250.0 2.1574202 true
<e> null grassObject grassObjAtlas 590.0 15.28024 250.0 2.1574202 true
<e> null grassObject grassObjAtlas 595.0 15.117868 250.0 2.1197896 true
<e> null grassObject grassObjAtlas 595.0 15.117868 250.0 2.1197896 true
<e> null grassObject grassObjAtlas 600.0 15.983441 250.0 1.4077954 true
<e> null grassObject grassObjAtlas 600.0 15.983441 250.0 1.4077954 true
<e> null grassObject grassObjAtlas 605.0 16.552814 250.0 2.6925178 true
<e> null grassObject grassObjAtlas 605.0 16.552814 250.0 2.6925178 true
<e> null grassObject grassObjAtlas 610.0 15.980187 250.0 2.895547 true
<e> null grassObject grassObjAtlas 610.0 15.980187 250.0 2.895547 true
<e> null grassObject grassObjAtlas 615.0 14.979097 250.0 2.792139 true
<e> null grassObject grassObjAtlas 615.0 14.979097 250.0 2.792139 true
<e> null grassObject grassObjAtlas 620.0 14.121756 250.0 1.4950068 true
<e> null grassObject grassObjAtlas 620.0 14.121756 250.0 1.4950068 true
<e> null grassObject grassObjAtlas 625.0 14.608605 250.0 1.9207034 true
<e> null grassObject grassObjAtlas 625.0 14.608605 250.0 1.9207034 true
<e> null grassObject grassObjAtlas 630.0 15.477549 250.0 2.111729 true
<e> null grassObject grassObjAtlas 630.0 15.477549 250.0 2.111729 true
<e> null grassObject grassObjAtlas 635.0 15.35362 250.0 1.8842723 true
<e> null grassObject grassObjAtlas 635.0 15.35362 250.0 1.8842723 true
<e> null grassObject grassObjAtlas 640.0 14.60747 250.0 1.6479657 true
<e> null grassObject grassObjAtlas 640.0 14.60747 250.0 1.6479657 true
<e> null grassObject grassObjAtlas 645.0 13.493215 250.0 2.9435687 true
<e> null grassObject grassObjAtlas 645.0 13.493215 250.0 2.9435687 true
<e> null grassObject grassObjAtlas 650.0 12.261654 250.0 2.4835649 true
<e> null grassObject grassObjAtlas 650.0 12.261654 250.0 2.4835649 true
<e> null grassObject grassObjAtlas 655.0 12.057462 250.0 1.9909997 true
<e> null grassObject grassObjAtlas 655.0 12.057462 250.0 1.9909997 true
<e> null grassObject grassObjAtlas 660.0 13.2302685 250.0 1.1760236 true
<e> null grassObject grassObjAtlas 660.0 13.2302685 250.0 1.1760236 true
<e> null grassObject grassObjAtlas 665.0 14.148653 250.0 2.2252846 true
<e> null grassObject grassObjAtlas 665.0 14.148653 250.0 2.2252846 true
<e> null grassObject grassObjAtlas 670.0 15.734342 250.0 2.2128177 true
<e> null grassObject grassObjAtlas 670.0 15.734342 250.0 2.2128177 true
<e> null grassObject grassObjAtlas 675.0 18.87479 250.0 2.5703459 true
<e> null grassObject grassObjAtlas 675.0 18.87479 250.0 2.5703459 true
<e> null grassObject grassObjAtlas 680.0 22.532736 250.0 1.1667918 true
<e> null grassObject grassObjAtlas 680.0 22.532736 250.0 1.1667918 true
<e> null grassObject grassObjAtlas 685.0 26.445099 250.0 2.6951513 true
<e> null grassObject grassObjAtlas 685.0 26.445099 250.0 2.6951513 true
<e> null grassObject grassObjAtlas 690.0 29.626348 250.0 2.3180285 true
<e> null grassObject grassObjAtlas 690.0 29.626348 250.0 2.3180285 true
<e> null grassObject grassObjAtlas 695.0 31.814415 250.0 2.63307 true
<e> null grassObject grassObjAtlas 695.0 31.814415 250.0 2.63307 true
<e> null grassObject grassObjAtlas 700.0 33.653255 250.0 2.9260678 true
<e> null grassObject grassObjAtlas 700.0 33.653255 250.0 2.9260678 true
<e> null grassObject grassObjAtlas 705.0 35.73535 250.0 2.0265765 true
<e> null grassObject grassObjAtlas 705.0 35.73535 250.0 2.0265765 true
<e> null grassObject grassObjAtlas 710.0 36.22979 250.0 2.9837942 true
<e> null grassObject grassObjAtlas 710.0 36.22979 250.0 2.9837942 true
<e> null grassObject grassObjAtlas 715.0 34.764404 250.0 1.4455277 true
<e> null grassObject grassObjAtlas 715.0 34.764404 250.0 1.4455277 true
<e> null grassObject grassObjAtlas 720.0 32.188362 250.0 1.9841021 true
<e> null grassObject grassObjAtlas 720.0 32.188362 250.0 1.9841021 true
<e> null grassObject grassObjAtlas 725.0 31.193037 250.0 1.2108006 true
<e> null grassObject grassObjAtlas 725.0 31.193037 250.0 1.2108006 true
<e> null grassObject grassObjAtlas 730.0 32.39641 250.0 1.4142841 true
<e> null grassObject grassObjAtlas 730.0 32.39641 250.0 1.4142841 true
<e> null grassObject grassObjAtlas 735.0 34.16532 250.0 2.022065 true
<e> null grassObject grassObjAtlas 735.0 34.16532 250.0 2.022065 true
<e> null grassObject grassObjAtlas 740.0 35.148796 250.0 2.1987808 true
<e> null grassObject grassObjAtlas 740.0 35.148796 250.0 2.1987808 true
<e> null grassObject grassObjAtlas 745.0 34.85385 250.0 1.4173739 true
<e> null grassObject grassObjAtlas 745.0 34.85385 250.0 1.4173739 true
<e> null grassObject grassObjAtlas 750.0 33.127384 250.0 1.8827012 true
<e> null grassObject grassObjAtlas 750.0 33.127384 250.0 1.8827012 true
<e> null grassObject grassObjAtlas 755.0 31.146723 250.0 2.817891 true
<e> null grassObject grassObjAtlas 755.0 31.146723 250.0 2.817891 true
<e> null grassObject grassObjAtlas 760.0 29.748898 250.0 2.136698 true
<e> null grassObject grassObjAtlas 760.0 29.748898 250.0 2.136698 true
<e> null grassObject grassObjAtlas 765.0 28.597752 250.0 1.4244084 true
<e> null grassObject grassObjAtlas 765.0 28.597752 250.0 1.4244084 true
<e> null grassObject grassObjAtlas 770.0 27.366928 250.0 2.2250447 true
<e> null grassObject grassObjAtlas 770.0 27.366928 250.0 2.2250447 true
<e> null grassObject grassObjAtlas 775.0 26.483318 250.0 1.4806452 true
<e> null grassObject grassObjAtlas 775.0 26.483318 250.0 1.4806452 true
<e> null grassObject grassObjAtlas 780.0 25.12727 250.0 1.8759744 true
<e> null grassObject grassObjAtlas 780.0 25.12727 250.0 1.8759744 true
<e> null grassObject grassObjAtlas 785.0 23.881042 250.0 1.0051376 true
<e> null grassObject grassObjAtlas 785.0 23.881042 250.0 1.0051376 true
<e> null grassObject grassObjAtlas 790.0 22.791008 250.0 1.8956659 true
<e> null grassObject grassObjAtlas 790.0 22.791008 250.0 1.8956659 true
<e> null grassObject grassObjAtlas 795.0 21.61613 250.0 2.7786417 true
<e> null grassObject grassObjAtlas 795.0 21.61613 250.0 2.7786417 true
<e> null grassObject grassObjAtlas 0.0 -40.621197 255.0 2.6500735 true
<e> null grassObject grassObjAtlas 0.0 -40.621197 255.0 2.6500735 true
<e> null grassObject grassObjAtlas 5.0 -41.381626 255.0 1.5733345 true
<e> null grassObject grassObjAtlas 5.0 -41.381626 255.0 1.5733345 true
<e> null grassObject grassObjAtlas 10.0 -42.046883 255.0 2.8837466 true
<e> null grassObject grassObjAtlas 10.0 -42.046883 255.0 2.8837466 true
<e> null grassObject grassObjAtlas 15.0 -41.76203 255.0 2.896035 true
<e> null grassObject grassObjAtlas 15.0 -41.76203 255.0 2.896035 true
<e> null grassObject grassObjAtlas 20.0 -41.18154 255.0 2.3397558 true
<e> null grassObject grassObjAtlas 20.0 -41.18154 255.0 2.3397558 true
<e> null grassObject grassObjAtlas 25.0 -38.46672 255.0 2.118657 true
<e> null grassObject grassObjAtlas 25.0 -38.46672 255.0 2.118657 true
<e> null grassObject grassObjAtlas 30.0 -34.737526 255.0 2.2839804 true
<e> null grassObject grassObjAtlas 30.0 -34.737526 255.0 2.2839804 true
<e> null grassObject grassObjAtlas 35.0 -31.289762 255.0 2.169919 true
<e> null grassObject grassObjAtlas 35.0 -31.289762 255.0 2.169919 true
<e> null grassObject grassObjAtlas 40.0 -28.609627 255.0 2.720706 true
<e> null grassObject grassObjAtlas 40.0 -28.609627 255.0 2.720706 true
<e> null grassObject grassObjAtlas 45.0 -27.272795 255.0 2.0040042 true
<e> null grassObject grassObjAtlas 45.0 -27.272795 255.0 2.0040042 true
<e> null grassObject grassObjAtlas 50.0 -27.230988 255.0 2.121367 true
<e> null grassObject grassObjAtlas 50.0 -27.230988 255.0 2.121367 true
<e> null grassObject grassObjAtlas 55.0 -28.080896 255.0 2.0416422 true
<e> null grassObject grassObjAtlas 55.0 -28.080896 255.0 2.0416422 true
<e> null grassObject grassObjAtlas 60.0 -27.223576 255.0 1.5872505 true
<e> null grassObject grassObjAtlas 60.0 -27.223576 255.0 1.5872505 true
<e> null grassObject grassObjAtlas 65.0 -24.382534 255.0 2.5504751 true
<e> null grassObject grassObjAtlas 65.0 -24.382534 255.0 2.5504751 true
<e> null grassObject grassObjAtlas 70.0 -21.281055 255.0 2.1491745 true
<e> null grassObject grassObjAtlas 70.0 -21.281055 255.0 2.1491745 true
<e> null grassObject grassObjAtlas 75.0 -20.189308 255.0 1.5043736 true
<e> null grassObject grassObjAtlas 75.0 -20.189308 255.0 1.5043736 true
