#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 3.4663596 10.0 1.0 false
<e> null grassObject grassObjAtlas 510.0 11.829564 235.0 2.2282076 true
<e> null grassObject grassObjAtlas 515.0 12.416021 235.0 2.5231004 true
<e> null grassObject grassObjAtlas 515.0 12.416021 235.0 2.5231004 true
<e> null grassObject grassObjAtlas 520.0 10.87512 235.0 1.3241103 true
<e> null grassObject grassObjAtlas 520.0 10.87512 235.0 1.3241103 true
<e> null grassObject grassObjAtlas 525.0 8.583121 235.0 2.8432553 true
<e> null grassObject grassObjAtlas 525.0 8.583121 235.0 2.8432553 true
<e> null grassObject grassObjAtlas 530.0 6.4270625 235.0 1.4959852 true
<e> null grassObject grassObjAtlas 530.0 6.4270625 235.0 1.4959852 true
<e> null grassObject grassObjAtlas 535.0 4.075273 235.0 1.9678854 true
<e> null grassObject grassObjAtlas 535.0 4.075273 235.0 1.9678854 true
<e> null grassObject grassObjAtlas 540.0 0.9043358 235.0 1.8253846 true
<e> null grassObject grassObjAtlas 540.0 0.9043358 235.0 1.8253846 true
<e> null grassObject grassObjAtlas 545.0 -2.9887776 235.0 2.5254722 true
<e> null grassObject grassObjAtlas 545.0 -2.9887776 235.0 2.5254722 true
<e> null grassObject grassObjAtlas 550.0 -6.243718 235.0 1.2192249 true
<e> null grassObject grassObjAtlas 550.0 -6.243718 235.0 1.2192249 true
<e> null grassObject grassObjAtlas 555.0 -7.818117 235.0 1.9805396 true
<e> null grassObject grassObjAtlas 555.0 -7.818117 235.0 1.9805396 true
<e> null grassObject grassObjAtlas 560.0 -8.049555 235.0 2.8140283 true
<e> null grassObject grassObjAtlas 560.0 -8.049555 235.0 2.8140283 true
<e> null grassObject grassObjAtlas 565.0 -7.9843435 235.0 2.1051912 true
<e> null grassObject grassObjAtlas 565.0 -7.9843435 235.0 2.1051912 true
<e> null grassObject grassObjAtlas 570.0 -8.475607 235.0 1.2603232 true
<e> null grassObject grassObjAtlas 570.0 -8.475607 235.0 1.2603232 true
<e> null grassObject grassObjAtlas 575.0 -8.750206 235.0 1.7636061 true
<e> null grassObject grassObjAtlas 575.0 -8.750206 235.0 1.7636061 true
<e> null grassObject grassObjAtlas 580.0 -9.191641 235.0 2.2257948 true
<e> null grassObject grassObjAtlas 580.0 -9.191641 235.0 2.2257948 true
<e> null grassObject grassObjAtlas 585.0 -9.321461 235.0 1.3496852 true
<e> null grassObject grassObjAtlas 585.0 -9.321461 235.0 1.3496852 true
<e> null grassObject grassObjAtlas 590.0 -7.4269123 235.0 1.7373357 true
<e> null grassObject grassObjAtlas 590.0 -7.4269123 235.0 1.7373357 true
<e> null grassObject grassObjAtlas 595.0 -4.7707515 235.0 1.5829232 true
<e> null grassObject grassObjAtlas 595.0 -4.7707515 235.0 1.5829232 true
<e> null grassObject grassObjAtlas 600.0 -2.8119667 235.0 1.376139 true
<e> null grassObject grassObjAtlas 600.0 -2.8119667 235.0 1.376139 true
<e> null grassObject grassObjAtlas 605.0 -2.289766 235.0 1.349758 true
<e> null grassObject grassObjAtlas 605.0 -2.289766 235.0 1.349758 true
<e> null grassObject grassObjAtlas 610.0 -2.5818348 235.0 1.8639705 true
<e> null grassObject grassObjAtlas 610.0 -2.5818348 235.0 1.8639705 true
<e> null grassObject grassObjAtlas 615.0 -1.3934014 235.0 1.7228569 true
<e> null grassObject grassObjAtlas 615.0 -1.3934014 235.0 1.7228569 true
<e> null grassObject grassObjAtlas 620.0 -1.3406627 235.0 2.031581 true
<e> null grassObject grassObjAtlas 620.0 -1.3406627 235.0 2.031581 true
<e> null grassObject grassObjAtlas 625.0 -2.4565446 235.0 2.075953 true
<e> null grassObject grassObjAtlas 625.0 -2.4565446 235.0 2.075953 true
<e> null grassObject grassObjAtlas 630.0 -4.0491886 235.0 2.621965 true
<e> null grassObject grassObjAtlas 630.0 -4.0491886 235.0 2.621965 true
<e> null grassObject grassObjAtlas 635.0 -2.8789196 235.0 2.7451863 true
<e> null grassObject grassObjAtlas 635.0 -2.8789196 235.0 2.7451863 true
<e> null grassObject grassObjAtlas 640.0 -0.8701354 235.0 1.71314 true
<e> null grassObject grassObjAtlas 640.0 -0.8701354 235.0 1.71314 true
<e> null grassObject grassObjAtlas 645.0 0.92069787 235.0 2.4088545 true
<e> null grassObject grassObjAtlas 645.0 0.92069787 235.0 2.4088545 true
<e> null grassObject grassObjAtlas 650.0 2.065988 235.0 2.8899293 true
<e> null grassObject grassObjAtlas 650.0 2.065988 235.0 2.8899293 true
<e> null grassObject grassObjAtlas 655.0 2.8811033 235.0 1.2367592 true
<e> null grassObject grassObjAtlas 655.0 2.8811033 235.0 1.2367592 true
<e> null grassObject grassObjAtlas 660.0 2.148757 235.0 2.5756545 true
<e> null grassObject grassObjAtlas 660.0 2.148757 235.0 2.5756545 true
<e> null grassObject grassObjAtlas 665.0 1.5342126 235.0 1.8998916 true
<e> null grassObject grassObjAtlas 665.0 1.5342126 235.0 1.8998916 true
<e> null grassObject grassObjAtlas 670.0 0.8482386 235.0 1.3578262 true
<e> null grassObject grassObjAtlas 670.0 0.8482386 235.0 1.3578262 true
<e> null grassObject grassObjAtlas 675.0 0.5499214 235.0 2.2642438 true
<e> null grassObject grassObjAtlas 675.0 0.5499214 235.0 2.2642438 true
<e> null grassObject grassObjAtlas 680.0 0.08263528 235.0 2.6931248 true
<e> null grassObject grassObjAtlas 680.0 0.08263528 235.0 2.6931248 true
<e> null grassObject grassObjAtlas 685.0 0.18709564 235.0 2.583503 true
<e> null grassObject grassObjAtlas 685.0 0.18709564 235.0 2.583503 true
<e> null grassObject grassObjAtlas 690.0 0.3910427 235.0 1.323816 true
<e> null grassObject grassObjAtlas 690.0 0.3910427 235.0 1.323816 true
<e> null grassObject grassObjAtlas 695.0 0.19536912 235.0 1.349999 true
<e> null grassObject grassObjAtlas 695.0 0.19536912 235.0 1.349999 true
<e> null grassObject grassObjAtlas 700.0 -0.6765326 235.0 1.1290445 true
<e> null grassObject grassObjAtlas 700.0 -0.6765326 235.0 1.1290445 true
<e> null grassObject grassObjAtlas 705.0 -1.6280725 235.0 1.788481 true
<e> null grassObject grassObjAtlas 705.0 -1.6280725 235.0 1.788481 true
<e> null grassObject grassObjAtlas 710.0 -2.1774309 235.0 2.3002973 true
<e> null grassObject grassObjAtlas 710.0 -2.1774309 235.0 2.3002973 true
<e> null grassObject grassObjAtlas 715.0 -2.0735774 235.0 2.9412932 true
<e> null grassObject grassObjAtlas 715.0 -2.0735774 235.0 2.9412932 true
<e> null grassObject grassObjAtlas 720.0 -1.305415 235.0 1.7820199 true
<e> null grassObject grassObjAtlas 720.0 -1.305415 235.0 1.7820199 true
<e> null grassObject grassObjAtlas 725.0 0.04803726 235.0 1.0857615 true
<e> null grassObject grassObjAtlas 725.0 0.04803726 235.0 1.0857615 true
<e> null grassObject grassObjAtlas 730.0 0.82405853 235.0 1.2485335 true
<e> null grassObject grassObjAtlas 730.0 0.82405853 235.0 1.2485335 true
<e> null grassObject grassObjAtlas 735.0 2.5418887 235.0 1.0658065 true
<e> null grassObject grassObjAtlas 735.0 2.5418887 235.0 1.0658065 true
<e> null grassObject grassObjAtlas 740.0 4.4206285 235.0 1.6707969 true
<e> null grassObject grassObjAtlas 740.0 4.4206285 235.0 1.6707969 true
<e> null grassObject grassObjAtlas 745.0 5.622511 235.0 2.2618809 true
<e> null grassObject grassObjAtlas 745.0 5.622511 235.0 2.2618809 true
<e> null grassObject grassObjAtlas 750.0 5.756529 235.0 1.2163432 true
<e> null grassObject grassObjAtlas 750.0 5.756529 235.0 1.2163432 true
<e> null grassObject grassObjAtlas 755.0 6.439659 235.0 1.1495478 true
<e> null grassObject grassObjAtlas 755.0 6.439659 235.0 1.1495478 true
<e> null grassObject grassObjAtlas 760.0 7.321969 235.0 1.0591497 true
<e> null grassObject grassObjAtlas 760.0 7.321969 235.0 1.0591497 true
<e> null grassObject grassObjAtlas 765.0 8.253449 235.0 2.5217733 true
<e> null grassObject grassObjAtlas 765.0 8.253449 235.0 2.5217733 true
<e> null grassObject grassObjAtlas 770.0 9.3760805 235.0 2.1709046 true
<e> null grassObject grassObjAtlas 770.0 9.3760805 235.0 2.1709046 true
<e> null grassObject grassObjAtlas 775.0 11.052424 235.0 1.8190267 true
<e> null grassObject grassObjAtlas 775.0 11.052424 235.0 1.8190267 true
<e> null grassObject grassObjAtlas 780.0 13.2998905 235.0 1.6199104 true
<e> null grassObject grassObjAtlas 780.0 13.2998905 235.0 1.6199104 true
<e> null grassObject grassObjAtlas 785.0 16.205183 235.0 2.0015402 true
<e> null grassObject grassObjAtlas 785.0 16.205183 235.0 2.0015402 true
<e> null grassObject grassObjAtlas 790.0 18.777103 235.0 1.8988094 true
<e> null grassObject grassObjAtlas 790.0 18.777103 235.0 1.8988094 true
<e> null grassObject grassObjAtlas 795.0 20.880333 235.0 1.9177222 true
<e> null grassObject grassObjAtlas 795.0 20.880333 235.0 1.9177222 true
<e> null grassObject grassObjAtlas 0.0 -1.7772986 240.0 2.6987457 true
<e> null grassObject grassObjAtlas 0.0 -1.7772986 240.0 2.6987457 true
<e> null grassObject grassObjAtlas 5.0 -2.1265535 240.0 1.1112655 true
<e> null grassObject grassObjAtlas 5.0 -2.1265535 240.0 1.1112655 true
<e> null grassObject grassObjAtlas 10.0 -3.4123125 240.0 1.9880729 true
<e> null grassObject grassObjAtlas 10.0 -3.4123125 240.0 1.9880729 true
<e> null grassObject grassObjAtlas 15.0 -4.9059305 240.0 2.9375923 true
<e> null grassObject grassObjAtlas 15.0 -4.9059305 240.0 2.9375923 true
<e> null grassObject grassObjAtlas 20.0 -6.5299106 240.0 2.6621203 true
<e> null grassObject grassObjAtlas 20.0 -6.5299106 240.0 2.6621203 true
<e> null grassObject grassObjAtlas 25.0 -8.945287 240.0 1.2299163 true
<e> null grassObject grassObjAtlas 25.0 -8.945287 240.0 1.2299163 true
<e> null grassObject grassObjAtlas 30.0 -11.614632 240.0 1.1118872 true
<e> null grassObject grassObjAtlas 30.0 -11.614632 240.0 1.1118872 true
<e> null grassObject grassObjAtlas 35.0 -12.852129 240.0 2.5995724 true
<e> null grassObject grassObjAtlas 35.0 -12.852129 240.0 2.5995724 true
<e> null grassObject grassObjAtlas 40.0 -13.362434 240.0 2.3002086 true
<e> null grassObject grassObjAtlas 40.0 -13.362434 240.0 2.3002086 true
<e> null grassObject grassObjAtlas 45.0 -13.808814 240.0 1.8388128 true
<e> null grassObject grassObjAtlas 45.0 -13.808814 240.0 1.8388128 true
<e> null grassObject grassObjAtlas 50.0 -15.011933 240.0 1.1014878 true
<e> null grassObject grassObjAtlas 50.0 -15.011933 240.0 1.1014878 true
<e> null grassObject grassObjAtlas 55.0 -14.894354 240.0 1.412713 true
<e> null grassObject grassObjAtlas 55.0 -14.894354 240.0 1.412713 true
<e> null grassObject grassObjAtlas 60.0 -14.96524 240.0 2.3043447 true
<e> null grassObject grassObjAtlas 60.0 -14.96524 240.0 2.3043447 true
<e> null grassObject grassObjAtlas 65.0 -14.892349 240.0 2.3071086 true
<e> null grassObject grassObjAtlas 65.0 -14.892349 240.0 2.3071086 true
<e> null grassObject grassObjAtlas 70.0 -14.546282 240.0 2.62557 true
<e> null grassObject grassObjAtlas 70.0 -14.546282 240.0 2.62557 true
<e> null grassObject grassObjAtlas 75.0 -13.455194 240.0 2.6998115 true
<e> null grassObject grassObjAtlas 75.0 -13.455194 240.0 2.6998115 true
<e> null grassObject grassObjAtlas 80.0 -13.217827 240.0 2.9499393 true
<e> null grassObject grassObjAtlas 80.0 -13.217827 240.0 2.9499393 true
<e> null grassObject grassObjAtlas 85.0 -14.112863 240.0 1.2321738 true
<e> null grassObject grassObjAtlas 85.0 -14.112863 240.0 1.2321738 true
<e> null grassObject grassObjAtlas 90.0 -16.018242 240.0 2.6862857 true
<e> null grassObject grassObjAtlas 90.0 -16.018242 240.0 2.6862857 true
<e> null grassObject grassObjAtlas 95.0 -18.510193 240.0 1.7980937 true
<e> null grassObject grassObjAtlas 95.0 -18.510193 240.0 1.7980937 true
<e> null grassObject grassObjAtlas 100.0 -19.836504 240.0 1.2896018 true
<e> null grassObject grassObjAtlas 100.0 -19.836504 240.0 1.2896018 true
<e> null grassObject grassObjAtlas 105.0 -18.9728 240.0 2.489727 true
<e> null grassObject grassObjAtlas 105.0 -18.9728 240.0 2.489727 true
<e> null grassObject grassObjAtlas 110.0 -18.295261 240.0 1.5969121 true
<e> null grassObject grassObjAtlas 110.0 -18.295261 240.0 1.5969121 true
<e> null grassObject grassObjAtlas 115.0 -17.970928 240.0 1.9267079 true
<e> null grassObject grassObjAtlas 115.0 -17.970928 240.0 1.9267079 true
<e> null grassObject grassObjAtlas 120.0 -17.416935 240.0 1.3975503 true
<e> null grassObject grassObjAtlas 120.0 -17.416935 240.0 1.3975503 true
<e> null grassObject grassObjAtlas 125.0 -15.008201 240.0 2.9630165 true
<e> null grassObject grassObjAtlas 125.0 -15.008201 240.0 2.9630165 true
<e> null grassObject grassObjAtlas 130.0 -12.902811 240.0 2.6238782 true
<e> null grassObject grassObjAtlas 130.0 -12.902811 240.0 2.6238782 true
<e> null grassObject grassObjAtlas 135.0 -11.250582 240.0 2.558492 true
<e> null grassObject grassObjAtlas 135.0 -11.250582 240.0 2.558492 true
<e> null grassObject grassObjAtlas 140.0 -9.523283 240.0 2.505216 true
<e> null grassObject grassObjAtlas 140.0 -9.523283 240.0 2.505216 true
<e> null grassObject grassObjAtlas 145.0 -6.9495735 240.0 2.2973025 true
<e> null grassObject grassObjAtlas 145.0 -6.9495735 240.0 2.2973025 true
<e> null grassObject grassObjAtlas 150.0 -4.3666735 240.0 1.0559001 true
<e> null grassObject grassObjAtlas 150.0 -4.3666735 240.0 1.0559001 true
<e> null grassObject grassObjAtlas 155.0 -2.2148721 240.0 1.0416819 true
<e> null grassObject grassObjAtlas 155.0 -2.2148721 240.0 1.0416819 true
<e> null grassObject grassObjAtlas 160.0 -0.05437534 240.0 2.2292666 true
<e> null grassObject grassObjAtlas 160.0 -0.05437534 240.0 2.2292666 true
<e> null grassObject grassObjAtlas 165.0 1.9176831 240.0 1.9653443 true
<e> null grassObject grassObjAtlas 165.0 1.9176831 240.0 1.9653443 true
<e> null grassObject grassObjAtlas 170.0 2.9850056 240.0 1.1055613 true
<e> null grassObject grassObjAtlas 170.0 2.9850056 240.0 1.1055613 true
<e> null grassObject grassObjAtlas 175.0 3.1945968 240.0 1.6879308 true
<e> null grassObject grassObjAtlas 175.0 3.1945968 240.0 1.6879308 true
<e> null grassObject grassObjAtlas 180.0 3.7079945 240.0 1.5171213 true
<e> null grassObject grassObjAtlas 180.0 3.7079945 240.0 1.5171213 true
<e> null grassObject grassObjAtlas 185.0 3.7300558 240.0 1.4315553 true
<e> null grassObject grassObjAtlas 185.0 3.7300558 240.0 1.4315553 true
<e> null grassObject grassObjAtlas 190.0 3.7846 240.0 2.7537522 true
<e> null grassObject grassObjAtlas 190.0 3.7846 240.0 2.7537522 true
<e> null grassObject grassObjAtlas 195.0 5.031868 240.0 2.576211 true
<e> null grassObject grassObjAtlas 195.0 5.031868 240.0 2.576211 true
<e> null grassObject grassObjAtlas 200.0 6.878739 240.0 2.4213347 true
<e> null grassObject grassObjAtlas 200.0 6.878739 240.0 2.4213347 true
<e> null grassObject grassObjAtlas 205.0 8.240425 240.0 1.2669327 true
<e> null grassObject grassObjAtlas 205.0 8.240425 240.0 1.2669327 true
<e> null grassObject grassObjAtlas 210.0 9.352036 240.0 2.414957 true
<e> null grassObject grassObjAtlas 210.0 9.352036 240.0 2.414957 true
<e> null grassObject grassObjAtlas 215.0 10.199014 240.0 2.9178755 true
<e> null grassObject grassObjAtlas 215.0 10.199014 240.0 2.9178755 true
<e> null grassObject grassObjAtlas 220.0 9.756629 240.0 1.3630767 true
<e> null grassObject grassObjAtlas 220.0 9.756629 240.0 1.3630767 true
<e> null grassObject grassObjAtlas 225.0 9.384177 240.0 2.693831 true
<e> null grassObject grassObjAtlas 225.0 9.384177 240.0 2.693831 true
<e> null grassObject grassObjAtlas 230.0 9.292805 240.0 1.1314577 true
<e> null grassObject grassObjAtlas 230.0 9.292805 240.0 1.1314577 true
<e> null grassObject grassObjAtlas 235.0 9.888621 240.0 2.9863575 true
<e> null grassObject grassObjAtlas 235.0 9.888621 240.0 2.9863575 true
<e> null grassObject grassObjAtlas 240.0 11.392044 240.0 1.1562473 true
<e> null grassObject grassObjAtlas 240.0 11.392044 240.0 1.1562473 true
<e> null grassObject grassObjAtlas 245.0 14.233073 240.0 2.2290943 true
<e> null grassObject grassObjAtlas 245.0 14.233073 240.0 2.2290943 true
<e> null grassObject grassObjAtlas 250.0 15.780969 240.0 1.8971024 true
<e> null grassObject grassObjAtlas 250.0 15.780969 240.0 1.8971024 true
<e> null grassObject grassObjAtlas 255.0 16.539005 240.0 2.33569 true
<e> null grassObject grassObjAtlas 255.0 16.539005 240.0 2.33569 true
<e> null grassObject grassObjAtlas 260.0 17.527191 240.0 2.7376032 true
<e> null grassObject grassObjAtlas 260.0 17.527191 240.0 2.7376032 true
<e> null grassObject grassObjAtlas 265.0 19.361002 240.0 2.8460195 true
<e> null grassObject grassObjAtlas 265.0 19.361002 240.0 2.8460195 true
<e> null grassObject grassObjAtlas 270.0 20.178406 240.0 1.6663644 true
<e> null grassObject grassObjAtlas 270.0 20.178406 240.0 1.6663644 true
<e> null grassObject grassObjAtlas 275.0 20.676678 240.0 2.3152308 true
<e> null grassObject grassObjAtlas 275.0 20.676678 240.0 2.3152308 true
<e> null grassObject grassObjAtlas 280.0 21.608133 240.0 2.2845976 true
<e> null grassObject grassObjAtlas 280.0 21.608133 240.0 2.2845976 true
<e> null grassObject grassObjAtlas 285.0 21.727661 240.0 1.3900778 true
<e> null grassObject grassObjAtlas 285.0 21.727661 240.0 1.3900778 true
<e> null grassObject grassObjAtlas 290.0 19.670614 240.0 1.6219926 true
<e> null grassObject grassObjAtlas 290.0 19.670614 240.0 1.6219926 true
<e> null grassObject grassObjAtlas 295.0 17.148808 240.0 1.7336828 true
<e> null grassObject grassObjAtlas 295.0 17.148808 240.0 1.7336828 true
<e> null grassObject grassObjAtlas 300.0 17.060186 240.0 1.20146 true
<e> null grassObject grassObjAtlas 300.0 17.060186 240.0 1.20146 true
<e> null grassObject grassObjAtlas 305.0 18.614414 240.0 1.8602655 true
<e> null grassObject grassObjAtlas 305.0 18.614414 240.0 1.8602655 true
<e> null grassObject grassObjAtlas 310.0 20.54791 240.0 1.3546356 true
<e> null grassObject grassObjAtlas 310.0 20.54791 240.0 1.3546356 true
<e> null grassObject grassObjAtlas 315.0 21.313707 240.0 1.933697 true
<e> null grassObject grassObjAtlas 315.0 21.313707 240.0 1.933697 true
<e> null grassObject grassObjAtlas 320.0 20.99223 240.0 1.3153783 true
<e> null grassObject grassObjAtlas 320.0 20.99223 240.0 1.3153783 true
<e> null grassObject grassObjAtlas 325.0 22.04548 240.0 1.6074212 true
<e> null grassObject grassObjAtlas 325.0 22.04548 240.0 1.6074212 true
<e> null grassObject grassObjAtlas 330.0 23.350294 240.0 2.7504 true
<e> null grassObject grassObjAtlas 330.0 23.350294 240.0 2.7504 true
<e> null grassObject grassObjAtlas 335.0 23.680891 240.0 1.5090581 true
<e> null grassObject grassObjAtlas 335.0 23.680891 240.0 1.5090581 true
<e> null grassObject grassObjAtlas 340.0 21.640038 240.0 1.5484663 true
<e> null grassObject grassObjAtlas 340.0 21.640038 240.0 1.5484663 true
<e> null grassObject grassObjAtlas 345.0 18.346014 240.0 2.5027883 true
<e> null grassObject grassObjAtlas 345.0 18.346014 240.0 2.5027883 true
<e> null grassObject grassObjAtlas 350.0 16.72167 240.0 1.5873796 true
<e> null grassObject grassObjAtlas 350.0 16.72167 240.0 1.5873796 true
<e> null grassObject grassObjAtlas 355.0 14.838945 240.0 1.429647 true
<e> null grassObject grassObjAtlas 355.0 14.838945 240.0 1.429647 true
<e> null grassObject grassObjAtlas 360.0 12.086943 240.0 1.3175318 true
<e> null grassObject grassObjAtlas 360.0 12.086943 240.0 1.3175318 true
<e> null grassObject grassObjAtlas 365.0 9.140804 240.0 1.6945639 true
<e> null grassObject grassObjAtlas 365.0 9.140804 240.0 1.6945639 true
<e> null grassObject grassObjAtlas 370.0 8.630078 240.0 1.109771 true
<e> null grassObject grassObjAtlas 370.0 8.630078 240.0 1.109771 true
